locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFPBCAKN_00338	CDS	219				hypothetical protein
GFPBCAKN_00339	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
GFPBCAKN_00340	CDS	666	ribC	2.5.1.9	COG0307	Riboflavin synthase
GFPBCAKN_00341	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
GFPBCAKN_00342	CDS	1173	ydhC			Inner membrane transport protein YdhC
GFPBCAKN_00343	CDS	933	yahB			putative HTH-type transcriptional regulator YahB
GFPBCAKN_00344	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
GFPBCAKN_00345	CDS	846				hypothetical protein
GFPBCAKN_00346	CDS	339	grxD		COG0278	Glutaredoxin 4
GFPBCAKN_00347	CDS	675	rnt	3.1.13.-	COG0847	Ribonuclease T
GFPBCAKN_00348	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
GFPBCAKN_00349	CDS	1110	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
GFPBCAKN_00350	CDS	1641	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
GFPBCAKN_00351	CDS	408				hypothetical protein
GFPBCAKN_00352	CDS	237				hypothetical protein
GFPBCAKN_00353	CDS	447				hypothetical protein
GFPBCAKN_00354	CDS	480	slyA_2		COG1846	Transcriptional regulator SlyA
GFPBCAKN_00355	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
GFPBCAKN_00356	CDS	1161	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
GFPBCAKN_00357	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
GFPBCAKN_00358	CDS	1278	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
GFPBCAKN_00359	CDS	411	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
GFPBCAKN_00360	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
GFPBCAKN_00361	CDS	141				hypothetical protein
GFPBCAKN_00362	CDS	1479	dtpA		COG3104	Dipeptide and tripeptide permease A
GFPBCAKN_00363	CDS	600	betI		COG1309	HTH-type transcriptional regulator BetI
GFPBCAKN_00364	CDS	1458	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
GFPBCAKN_00365	CDS	1641	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
GFPBCAKN_00366	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
GFPBCAKN_00367	CDS	702	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
GFPBCAKN_00368	CDS	633	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
GFPBCAKN_00369	CDS	1062	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
GFPBCAKN_00370	CDS	2133	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
GFPBCAKN_00371	CDS	576	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
GFPBCAKN_00372	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
GFPBCAKN_00373	CDS	441	ydgK			Inner membrane protein YdgK
GFPBCAKN_00374	CDS	1497	araA	5.3.1.4	COG2160	L-arabinose isomerase
GFPBCAKN_00375	CDS	1692	araB	2.7.1.16	COG1069	Ribulokinase
GFPBCAKN_00376	CDS	984	araF		COG1879	L-arabinose-binding periplasmic protein
GFPBCAKN_00377	CDS	1512	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
GFPBCAKN_00378	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
GFPBCAKN_00379	CDS	897	araC			Arabinose operon regulatory protein
GFPBCAKN_00380	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
GFPBCAKN_00381	CDS	996	add	3.5.4.4	COG1816	Adenosine deaminase
GFPBCAKN_00382	CDS	1497	ydgA		COG5339	Protein YdgA
GFPBCAKN_00383	CDS	1398	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
GFPBCAKN_00384	CDS	930	tus			DNA replication terminus site-binding protein
GFPBCAKN_00385	CDS	798				hypothetical protein
GFPBCAKN_00386	CDS	1269	ynfM			Inner membrane transport protein YnfM
GFPBCAKN_00387	CDS	894	catM_1			HTH-type transcriptional regulator CatM
GFPBCAKN_00388	CDS	1218	mlc		COG1940	Protein mlc
GFPBCAKN_00389	CDS	663	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
GFPBCAKN_00390	CDS	1467	bmr3			Multidrug resistance protein 3
GFPBCAKN_00391	CDS	294				hypothetical protein
GFPBCAKN_00392	CDS	348				hypothetical protein
GFPBCAKN_00393	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
GFPBCAKN_00394	CDS	186				hypothetical protein
GFPBCAKN_00395	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
GFPBCAKN_00396	CDS	2136	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
GFPBCAKN_00397	CDS	1158	hpxO	1.14.13.113	COG0654	FAD-dependent urate hydroxylase
GFPBCAKN_00398	CDS	633				hypothetical protein
GFPBCAKN_00399	CDS	447				hypothetical protein
GFPBCAKN_00400	CDS	426				hypothetical protein
GFPBCAKN_00401	CDS	1275	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
GFPBCAKN_00402	CDS	1200	fabV	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH]
GFPBCAKN_00403	CDS	753				hypothetical protein
GFPBCAKN_00404	CDS	2391	btuB_1			Vitamin B12 transporter BtuB
GFPBCAKN_00405	CDS	288				hypothetical protein
GFPBCAKN_00406	CDS	666				hypothetical protein
GFPBCAKN_00407	CDS	633	slmA_1			Nucleoid occlusion factor SlmA
GFPBCAKN_00408	CDS	663				hypothetical protein
GFPBCAKN_00409	CDS	1389				hypothetical protein
GFPBCAKN_00410	CDS	3465				hypothetical protein
GFPBCAKN_00411	CDS	210				hypothetical protein
GFPBCAKN_00412	CDS	477	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
GFPBCAKN_00413	CDS	750	hel		COG2503	Lipoprotein E
GFPBCAKN_00414	CDS	1473	katA	1.11.1.6	COG0753	Catalase
GFPBCAKN_00415	CDS	222				hypothetical protein
GFPBCAKN_00416	CDS	372				hypothetical protein
GFPBCAKN_00417	CDS	141				hypothetical protein
GFPBCAKN_00418	CDS	1941				hypothetical protein
GFPBCAKN_00419	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
GFPBCAKN_00420	CDS	450				hypothetical protein
GFPBCAKN_00421	CDS	1656	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
GFPBCAKN_00422	CDS	435				hypothetical protein
GFPBCAKN_00423	CDS	1407				hypothetical protein
GFPBCAKN_00424	CDS	2991				hypothetical protein
GFPBCAKN_00425	CDS	2409				hypothetical protein
GFPBCAKN_00426	CDS	1494	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
GFPBCAKN_00427	CDS	879				hypothetical protein
GFPBCAKN_00428	CDS	1005				hypothetical protein
GFPBCAKN_00429	CDS	267				hypothetical protein
GFPBCAKN_00430	CDS	444		3.1.27.-		Ribonuclease
GFPBCAKN_00431	CDS	1020				hypothetical protein
GFPBCAKN_00432	CDS	459				hypothetical protein
GFPBCAKN_00433	CDS	342	rob_1		COG2207	Right origin-binding protein
GFPBCAKN_00434	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
GFPBCAKN_00435	CDS	1185	sotB		COG2814	Sugar efflux transporter
GFPBCAKN_00436	CDS	1206	sfnC	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
GFPBCAKN_00437	CDS	324				hypothetical protein
GFPBCAKN_00438	CDS	1392	dmoA	1.14.13.131		Dimethyl-sulfide monooxygenase
GFPBCAKN_00439	CDS	1410				hypothetical protein
GFPBCAKN_00440	CDS	1089	sfnG	1.14.14.35		FMNH(2)-dependent dimethylsulfone monooxygenase
GFPBCAKN_00441	CDS	1173	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
GFPBCAKN_00442	CDS	1890	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
GFPBCAKN_00443	CDS	1599	dppA_1		COG0747	Periplasmic dipeptide transport protein
GFPBCAKN_00444	CDS	108				hypothetical protein
GFPBCAKN_00445	CDS	1239	pepT	3.4.11.4	COG2195	Peptidase T
GFPBCAKN_00446	CDS	3894				hypothetical protein
GFPBCAKN_00447	CDS	1638	tar_1		COG0840	Methyl-accepting chemotaxis protein II
GFPBCAKN_00448	CDS	1527	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GFPBCAKN_00449	CDS	1329	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
GFPBCAKN_00450	CDS	1044				hypothetical protein
GFPBCAKN_00451	CDS	216				hypothetical protein
GFPBCAKN_00452	CDS	195				hypothetical protein
GFPBCAKN_00453	CDS	657	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
GFPBCAKN_00454	CDS	756	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
GFPBCAKN_00455	CDS	951	uspE		COG0589	Universal stress protein E
GFPBCAKN_00456	CDS	468				hypothetical protein
GFPBCAKN_00457	CDS	1983	btuB_2			Vitamin B12 transporter BtuB
GFPBCAKN_00458	CDS	267				hypothetical protein
GFPBCAKN_00459	CDS	756				hypothetical protein
GFPBCAKN_00460	CDS	951	ydgH			Protein YdgH
GFPBCAKN_00461	CDS	1392	ydgI		COG0531	Putative arginine/ornithine antiporter
GFPBCAKN_00462	CDS	411				hypothetical protein
GFPBCAKN_00463	CDS	729	rstA		COG0745	Transcriptional regulatory protein RstA
GFPBCAKN_00464	CDS	180				hypothetical protein
GFPBCAKN_00465	CDS	411				hypothetical protein
GFPBCAKN_00466	CDS	1002				hypothetical protein
GFPBCAKN_00467	CDS	243				hypothetical protein
GFPBCAKN_00468	CDS	174				hypothetical protein
GFPBCAKN_00469	CDS	174				hypothetical protein
GFPBCAKN_00470	CDS	273				hypothetical protein
GFPBCAKN_00471	CDS	189				hypothetical protein
GFPBCAKN_00472	CDS	615	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GFPBCAKN_00473	CDS	936				hypothetical protein
GFPBCAKN_00474	CDS	648				hypothetical protein
GFPBCAKN_00475	CDS	705	intQ		COG0582	Putative defective protein IntQ
GFPBCAKN_00476	CDS	1281	rstB	2.7.13.3		Sensor protein RstB
GFPBCAKN_00477	CDS	1485		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
GFPBCAKN_00478	CDS	378	asr			Acid shock protein
GFPBCAKN_00479	CDS	807				hypothetical protein
GFPBCAKN_00480	CDS	870	amiD_1	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
GFPBCAKN_00481	CDS	3900				hypothetical protein
GFPBCAKN_00482	CDS	627	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
GFPBCAKN_00483	CDS	777	polS	1.1.1.-		Sorbitol dehydrogenase
GFPBCAKN_00484	CDS	333				hypothetical protein
GFPBCAKN_00485	CDS	192				hypothetical protein
GFPBCAKN_00486	CDS	2631				hypothetical protein
GFPBCAKN_00487	CDS	993	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
GFPBCAKN_00488	CDS	273				hypothetical protein
GFPBCAKN_00489	CDS	288		1.-.-.-	COG1359	Putative monooxygenase
GFPBCAKN_00490	CDS	1380	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
GFPBCAKN_00491	CDS	534				hypothetical protein
GFPBCAKN_00492	CDS	930	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
GFPBCAKN_00493	CDS	1800	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
GFPBCAKN_00494	CDS	1059	zntB		COG0598	Zinc transport protein ZntB
GFPBCAKN_00495	CDS	696	gltF			Protein GltF
GFPBCAKN_00496	CDS	705				hypothetical protein
GFPBCAKN_00497	CDS	2412	sfmD		COG3188	Outer membrane usher protein SfmD
GFPBCAKN_00498	CDS	588				hypothetical protein
GFPBCAKN_00499	CDS	357				hypothetical protein
GFPBCAKN_00500	CDS	1617	mppA		COG4166	Periplasmic murein peptide-binding protein
GFPBCAKN_00501	CDS	1026	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
GFPBCAKN_00502	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
GFPBCAKN_00503	CDS	1566	tyrR			Transcriptional regulatory protein TyrR
GFPBCAKN_00504	CDS	1053				hypothetical protein
GFPBCAKN_00505	CDS	1398	ycjX		COG3106	putative protein YcjX
GFPBCAKN_00506	CDS	210	pspD			Phage shock protein D
GFPBCAKN_00507	CDS	348	pspC		COG1983	Phage shock protein C
GFPBCAKN_00508	CDS	228	pspB			Phage shock protein B
GFPBCAKN_00509	CDS	672	pspA		COG1842	Phage shock protein A
GFPBCAKN_00510	CDS	993	pspF		COG1221	Psp operon transcriptional activator
GFPBCAKN_00511	CDS	1629	sapA		COG4166	Peptide transport periplasmic protein SapA
GFPBCAKN_00512	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
GFPBCAKN_00513	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
GFPBCAKN_00514	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
GFPBCAKN_00515	CDS	801	sapF		COG4167	Putrescine export system ATP-binding protein SapF
GFPBCAKN_00516	CDS	1140				hypothetical protein
GFPBCAKN_00517	CDS	909	hdfR_1			HTH-type transcriptional regulator HdfR
GFPBCAKN_00518	CDS	1890				hypothetical protein
GFPBCAKN_00519	CDS	660				hypothetical protein
GFPBCAKN_00520	CDS	660				hypothetical protein
GFPBCAKN_00521	CDS	660				hypothetical protein
GFPBCAKN_00522	CDS	2307	ydeP		COG0243	Protein YdeP
GFPBCAKN_00523	CDS	1944	rnb	3.1.13.1	COG4776	Exoribonuclease 2
GFPBCAKN_00524	CDS	699	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
GFPBCAKN_00525	CDS	216	osmB			Osmotically-inducible lipoprotein B
GFPBCAKN_00526	CDS	129				hypothetical protein
GFPBCAKN_00527	CDS	243				hypothetical protein
GFPBCAKN_00528	CDS	327	yciH		COG0023	putative protein YciH
GFPBCAKN_00529	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
GFPBCAKN_00530	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
GFPBCAKN_00531	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
GFPBCAKN_00532	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
GFPBCAKN_00533	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
GFPBCAKN_00534	CDS	2682	acnA	4.2.1.3	COG1048	Aconitate hydratase A
GFPBCAKN_00535	CDS	216				hypothetical protein
GFPBCAKN_00536	CDS	252				hypothetical protein
GFPBCAKN_00537	CDS	1023	cysB			HTH-type transcriptional regulator CysB
GFPBCAKN_00538	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
GFPBCAKN_00539	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
GFPBCAKN_00540	CDS	768	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
GFPBCAKN_00541	CDS	888	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GFPBCAKN_00542	CDS	621	yciO		COG0009	putative protein YciO
GFPBCAKN_00543	CDS	912	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
GFPBCAKN_00544	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
GFPBCAKN_00545	CDS	594	trpG	4.1.3.27		Anthranilate synthase component 2
GFPBCAKN_00546	CDS	999	trpGD		COG0512	Bifunctional protein TrpGD
GFPBCAKN_00547	CDS	1362	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
GFPBCAKN_00548	CDS	1191	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
GFPBCAKN_00549	CDS	807	trpA	4.2.1.20		Tryptophan synthase alpha chain
GFPBCAKN_00550	CDS	315				hypothetical protein
GFPBCAKN_00551	CDS	633	ompW		COG3047	Outer membrane protein W
GFPBCAKN_00552	CDS	738				hypothetical protein
GFPBCAKN_00553	CDS	537	yciB		COG2917	putative intracellular septation protein A
GFPBCAKN_00554	CDS	429		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
GFPBCAKN_00555	CDS	726	tonB		COG0810	Protein TonB
GFPBCAKN_00556	CDS	297	yciI		COG2350	Protein YciI
GFPBCAKN_00557	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
GFPBCAKN_00558	CDS	324				hypothetical protein
GFPBCAKN_00559	CDS	1002	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
GFPBCAKN_00560	CDS	1017	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
GFPBCAKN_00561	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
GFPBCAKN_00562	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
GFPBCAKN_00563	CDS	1632	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
GFPBCAKN_00564	CDS	1626	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
GFPBCAKN_00565	CDS	648				hypothetical protein
GFPBCAKN_00566	CDS	483	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
GFPBCAKN_00567	CDS	2151	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
GFPBCAKN_00568	CDS	1380	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
GFPBCAKN_00569	CDS	1260	galA	1.13.11.57		Gallate dioxygenase
GFPBCAKN_00570	CDS	837		3.1.1.92		4-sulfomuconolactone hydrolase
GFPBCAKN_00571	CDS	429	aroQ_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase
GFPBCAKN_00572	CDS	1269	hdfR_2			HTH-type transcriptional regulator HdfR
GFPBCAKN_00573	CDS	741	galB	4.2.1.83	COG2120	4-oxalmesaconate hydratase
GFPBCAKN_00574	CDS	714	galC	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipic acid aldolase
GFPBCAKN_00575	CDS	1089	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
GFPBCAKN_00576	CDS	888				hypothetical protein
GFPBCAKN_00577	CDS	468				hypothetical protein
GFPBCAKN_00578	CDS	525				hypothetical protein
GFPBCAKN_00579	CDS	1602	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
GFPBCAKN_00580	CDS	1314	fdhC			Fructose dehydrogenase cytochrome subunit
GFPBCAKN_00581	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
GFPBCAKN_00582	CDS	105				hypothetical protein
GFPBCAKN_00583	CDS	408	hns_1			DNA-binding protein H-NS
GFPBCAKN_00584	CDS	1008	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
GFPBCAKN_00585	CDS	1341	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
GFPBCAKN_00586	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GFPBCAKN_00587	CDS	1029	rssB		COG0784	Regulator of RpoS
GFPBCAKN_00588	CDS	462				hypothetical protein
GFPBCAKN_00589	CDS	849	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
GFPBCAKN_00590	tRNA	85				tRNA-Tyr(gta)
GFPBCAKN_00591	CDS	906	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
GFPBCAKN_00592	CDS	303				hypothetical protein
GFPBCAKN_00593	CDS	1926	topB	5.6.2.1	COG0550	DNA topoisomerase 3
GFPBCAKN_00594	CDS	561	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
GFPBCAKN_00595	CDS	1854	sppA	3.4.21.-	COG0616	Protease 4
GFPBCAKN_00596	CDS	1014	ansA	3.5.1.1	COG0252	L-asparaginase 1
GFPBCAKN_00597	CDS	615	pncA	3.5.1.19	COG1335	Nicotinamidase
GFPBCAKN_00598	CDS	279				hypothetical protein
GFPBCAKN_00599	CDS	411	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
GFPBCAKN_00600	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
GFPBCAKN_00601	CDS	879	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
GFPBCAKN_00602	CDS	852	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
GFPBCAKN_00603	CDS	750	mipA		COG3713	MltA-interacting protein
GFPBCAKN_00604	CDS	1935				hypothetical protein
GFPBCAKN_00605	CDS	1281				hypothetical protein
GFPBCAKN_00606	CDS	249				hypothetical protein
GFPBCAKN_00607	CDS	108				hypothetical protein
GFPBCAKN_00608	CDS	1722	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
GFPBCAKN_00609	CDS	1470				hypothetical protein
GFPBCAKN_00610	CDS	1191	mdtL			Multidrug resistance protein MdtL
GFPBCAKN_00611	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
GFPBCAKN_00612	CDS	1302	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
GFPBCAKN_00613	CDS	1539				hypothetical protein
GFPBCAKN_00614	CDS	717	fadR_1		COG2186	Fatty acid metabolism regulator protein
GFPBCAKN_00615	CDS	531	dsbB_1		COG1495	Disulfide bond formation protein B
GFPBCAKN_00616	CDS	450				hypothetical protein
GFPBCAKN_00617	CDS	660	ycgM		COG0179	putative protein YcgM
GFPBCAKN_00618	CDS	120				hypothetical protein
GFPBCAKN_00619	CDS	276	ycgL		COG3100	Protein YcgL
GFPBCAKN_00620	CDS	693	minC		COG0850	Septum site-determining protein MinC
GFPBCAKN_00621	CDS	813	minD		COG2894	Septum site-determining protein MinD
GFPBCAKN_00622	CDS	276	minE		COG0851	Cell division topological specificity factor
GFPBCAKN_00623	CDS	1110	rnd	3.1.13.5	COG0349	Ribonuclease D
GFPBCAKN_00624	CDS	1719	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GFPBCAKN_00625	CDS	594	slp		COG3065	Outer membrane protein Slp
GFPBCAKN_00626	CDS	702	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
GFPBCAKN_00627	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
GFPBCAKN_00628	CDS	123				hypothetical protein
GFPBCAKN_00629	CDS	345				hypothetical protein
GFPBCAKN_00630	CDS	228				hypothetical protein
GFPBCAKN_00631	CDS	1368	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
GFPBCAKN_00632	CDS	591	nudL	3.6.1.-		putative Nudix hydrolase NudL
GFPBCAKN_00633	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
GFPBCAKN_00634	CDS	1554				hypothetical protein
GFPBCAKN_00635	CDS	819	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
GFPBCAKN_00636	CDS	210	cspC			Cold shock-like protein CspC
GFPBCAKN_00637	CDS	1011				hypothetical protein
GFPBCAKN_00638	CDS	276				hypothetical protein
GFPBCAKN_00639	CDS	237				hypothetical protein
GFPBCAKN_00640	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
GFPBCAKN_00641	CDS	2016	prc	3.4.21.102	COG0793	Tail-specific protease
GFPBCAKN_00642	CDS	693	proQ		COG3109	RNA chaperone ProQ
GFPBCAKN_00643	CDS	501	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
GFPBCAKN_00644	CDS	1269	yebS		COG2995	Intermembrane transport protein YebS
GFPBCAKN_00645	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
GFPBCAKN_00646	CDS	1437	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
GFPBCAKN_00647	CDS	294				hypothetical protein
GFPBCAKN_00648	CDS	810	speE_1	2.5.1.16		Polyamine aminopropyltransferase
GFPBCAKN_00649	CDS	1119			COG0628	Putative transport protein
GFPBCAKN_00650	CDS	891	lysO		COG2431	Lysine exporter LysO
GFPBCAKN_00651	CDS	747	ido	1.14.11.45		L-isoleucine-4-hydroxylase
GFPBCAKN_00652	CDS	1041				hypothetical protein
GFPBCAKN_00653	CDS	336				hypothetical protein
GFPBCAKN_00654	CDS	207				hypothetical protein
GFPBCAKN_00655	CDS	204				hypothetical protein
GFPBCAKN_00656	CDS	198				hypothetical protein
GFPBCAKN_00657	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
GFPBCAKN_00658	CDS	666	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
GFPBCAKN_00659	CDS	2025	ptrB	3.4.21.83	COG1770	Protease 2
GFPBCAKN_00660	CDS	819				hypothetical protein
GFPBCAKN_00661	CDS	300				hypothetical protein
GFPBCAKN_00662	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
GFPBCAKN_00663	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
GFPBCAKN_00664	CDS	165				hypothetical protein
GFPBCAKN_00665	CDS	1482	pykA	2.7.1.40	COG0469	Pyruvate kinase II
GFPBCAKN_00666	CDS	1242	mdfA			Multidrug transporter MdfA
GFPBCAKN_00667	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
GFPBCAKN_00668	CDS	1326	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
GFPBCAKN_00669	CDS	960	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
GFPBCAKN_00670	CDS	759	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
GFPBCAKN_00671	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GFPBCAKN_00672	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GFPBCAKN_00673	CDS	615	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
GFPBCAKN_00674	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
GFPBCAKN_00675	CDS	744	yebC		COG0217	putative transcriptional regulatory protein YebC
GFPBCAKN_00676	CDS	435	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
GFPBCAKN_00677	CDS	1788	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
GFPBCAKN_00678	CDS	822				hypothetical protein
GFPBCAKN_00679	CDS	396	yecN		COG3788	Inner membrane protein YecN
GFPBCAKN_00680	CDS	741	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
GFPBCAKN_00681	CDS	966	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
GFPBCAKN_00682	CDS	804				hypothetical protein
GFPBCAKN_00683	CDS	753	cutC		COG3142	Copper homeostasis protein CutC
GFPBCAKN_00684	CDS	1140	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
